destination_id,state_ut_name,state_ut_slug,destination_name,destination_slug,destination_type,country_code,latitude,longitude,description,tags,image_url,official_url,content_source,geo_source,source_confidence,last_synced_at
andhra-pradesh--nellore,Andhra Pradesh,andhra-pradesh,Nellore,nellore,city_or_area,IN,14.43,79.97,"Land of Shrimp, Shrines & Shores","[""spiritual""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/andhra-pradesh/nellore,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
andhra-pradesh--rajahmundry,Andhra Pradesh,andhra-pradesh,Rajahmundry,rajahmundry,city_or_area,IN,16.983333333333,81.783333333333,"Discover the best tourist attractions in rajahmundry, India. From historical monuments to natural wonders, explore the city's top sights and activities.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/andhra-pradesh/rajahmundry,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
andhra-pradesh--srikakulam,Andhra Pradesh,andhra-pradesh,Srikakulam,srikakulam,city_or_area,IN,18.3,83.9,The Land of Sun God,[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/andhra-pradesh/srikakulam,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
andhra-pradesh--tirupati,Andhra Pradesh,andhra-pradesh,Tirupati,tirupati,city_or_area,IN,13.65,79.42,"Tirupati is the spiritual capital of Andhra Pradesh, India. With its ancient temples and beautiful landscapes, it's a popular pilgrimage destination for Hindu devotees.","[""spiritual"", ""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/andhra-pradesh/tirupati,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
andhra-pradesh--visakhapatnam,Andhra Pradesh,andhra-pradesh,Visakhapatnam,visakhapatnam,city_or_area,IN,17.69388888888889,83.29222222222222,"Explore the city's stunning beaches, ancient temples and monuments, vibrant markets and delicious local cuisine. Come & discover Vishakapatnam Tourism","[""beach"", ""shopping"", ""spiritual""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/andhra-pradesh/visakhapatnam,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
arunachal-pradesh--bomdila,Arunachal Pradesh,arunachal-pradesh,Bomdila,bomdila,city_or_area,IN,27.262777777778,92.421111111111,,[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/arunachal-pradesh/bomdila,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
arunachal-pradesh--dirang,Arunachal Pradesh,arunachal-pradesh,Dirang,dirang,city_or_area,IN,27.35,92.25,"Plan your Dirang tour with our Dirang tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Dirang city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/arunachal-pradesh/dirang,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
arunachal-pradesh--itanagar,Arunachal Pradesh,arunachal-pradesh,Itanagar,itanagar,city_or_area,IN,27.1,93.62,"Experience the beauty of Itanagar and explore its many attractions. From ancient monuments to modern-day hotspots, there is something for everyone in this vibrant city.","[""heritage"", ""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/arunachal-pradesh/itanagar,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
arunachal-pradesh--mechuka,Arunachal Pradesh,arunachal-pradesh,Mechuka,mechuka,city_or_area,IN,28.6,94.135,"Visit Mechuka and explore the top tourist attractions. From breathtaking views of the Himalayas to ancient monasteries, there's something for everyone.","[""spiritual""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/arunachal-pradesh/mechuka,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
arunachal-pradesh--tawang,Arunachal Pradesh,arunachal-pradesh,Tawang,tawang,city_or_area,IN,27.5879186,91.863733,"Discover the beauty and culture of Tawang Arunachal Pradesh, India. Explore its stunning landscapes, ancient monasteries, and unique tribal culture.","[""nature"", ""spiritual""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/arunachal-pradesh/tawang,incredible_india,nominatim,0.75,2026-04-02T12:17:26.306986+00:00
arunachal-pradesh--ziro,Arunachal Pradesh,arunachal-pradesh,Ziro,ziro,city_or_area,IN,27.59497,93.83854,"Where Nature, Culture & Serenity Converge",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/arunachal-pradesh/ziro,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
assam--chirang,Assam,assam,Chirang,chirang,city_or_area,IN,26.5238,90.4838,"Plan your Chirang tour with our Chirang tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Chirang city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/assam/chirang,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
assam--dibrugarh,Assam,assam,Dibrugarh,dibrugarh,city_or_area,IN,27.474161111111,94.918097222222,"Welcome to Dibrugarh, Assam - a vibrant city with a unique culture and rich history. Explore the beautiful tea gardens, stunning wildlife, and fascinating heritage sites.","[""nature"", ""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/assam/dibrugarh,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
assam--guwahati,Assam,assam,Guwahati,guwahati,city_or_area,IN,26.1805876,91.750238,"Visit the beautiful city of Guwahati with its rich culture and history. From stunning temples to lush green gardens, there is something for everyone in this vibrant city.","[""culture"", ""nature"", ""spiritual""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/assam/guwahati,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
assam--jorhat,Assam,assam,Jorhat,jorhat,city_or_area,IN,26.75751,94.20306,"Plan your Jorhat tour with our Jorhat tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Jorhat city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/assam/jorhat,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
assam--majuli,Assam,assam,Majuli,majuli,city_or_area,IN,26.95,94.166666666667,"Plan your Majauli tour with our Majauli tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Majauli city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/assam/majuli,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
assam--sivasagar,Assam,assam,Sivasagar,sivasagar,city_or_area,IN,26.984416666667,94.631408333333,"Plan your Sivasagar tour with our Sivasagar tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Sivasagar city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/assam/sivasagar,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
assam--tezpur,Assam,assam,Tezpur,tezpur,city_or_area,IN,26.62,92.79,"Plan your Tezpur tour with our Tezpur tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Tezpur city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/assam/tezpur,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
assam--tinsukia,Assam,assam,Tinsukia,tinsukia,city_or_area,IN,27.489463888889,95.360144444444,,[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/assam/tinsukia,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
assam--umrangso,Assam,assam,Umrangso,umrangso,city_or_area,IN,25.5736998,92.8216572,"Plan your Umrangso tour with our Umrangso tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Umrangso city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/assam/umrangso,incredible_india,nominatim,0.75,2026-04-02T12:17:26.306986+00:00
bihar--arrah,Bihar,bihar,Arrah,arrah,city_or_area,IN,25.563055555556,84.671111111111,Explore the world with Arrah. We offer unique travel experiences and tours to some of the most beautiful places on earth. Come explore the world with us!,[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/bihar/arrah,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
bihar--gaya,Bihar,bihar,Gaya,gaya,city_or_area,IN,11.887777777778,3.4466666666667,"Gaya Bihar is the gateway to explore the rich culture and heritage of India. Visit us to learn about the colorful history, fascinating monuments.","[""spiritual""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/bihar/gaya,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
bihar--nalanda,Bihar,bihar,Nalanda,nalanda,city_or_area,IN,25.2,85.52,"Plan your Nalanda tour with our Nalanda tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Nalanda city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/bihar/nalanda,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
bihar--patna,Bihar,bihar,Patna,patna,city_or_area,IN,25.61,85.141388888889,Explore the wonders of Patna. From historical monuments to modern attractions. Discover the culture and beauty of Patna with guided tours and packages.,"[""culture""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/bihar/patna,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
chandigarh--chandigarh,Chandigarh,chandigarh,Chandigarh,chandigarh,city_or_area,IN,30.736388888889,76.788333333333,"Discover the beauty of Chandigarh, India's first planned city. Explore its vibrant culture and rich history, from its iconic Rock Garden to its modern architecture","[""culture"", ""nature"", ""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/chandigarh/chandigarh,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
chhattisgarh--bilaspur,Chhattisgarh,chhattisgarh,Bilaspur,bilaspur,city_or_area,IN,22.15,82.016666666667,"From historic monuments to natural wonders, there's something for everyone. Plan your next vacation and experience the charm of Bilaspur. Discover its unique culture, vibrant night","[""spiritual""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/chhattisgarh/bilaspur,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
chhattisgarh--jagdalpur,Chhattisgarh,chhattisgarh,Jagdalpur,jagdalpur,city_or_area,IN,19.074444444444,82.036944444444,"Welcome to Jagdalpur, the capital of Chhattisgarh! Explore this vibrant city, with its stunning natural beauty and rich cultural heritage.","[""adventure"", ""culture"", ""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/chhattisgarh/jagdalpur,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
chhattisgarh--raipur,Chhattisgarh,chhattisgarh,Raipur,raipur,city_or_area,IN,21.2379468,81.6336833,Explore the unique beauty and culture of Raipur with a visit to its famous tourist attractions.,[],https://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/chhattisgarh/raipur,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
chhattisgarh--rajnandgaon,Chhattisgarh,chhattisgarh,Rajnandgaon,rajnandgaon,city_or_area,IN,21.1,81.033333333333,"Plan your Rajnandgaon tour with our Rajnandgaon tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Rajnandgaon city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/chhattisgarh/rajnandgaon,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
dadra-and-nagar-haveli-and-daman-and-diu--daman,Dadra and Nagar Haveli and Daman and Diu,dadra-and-nagar-haveli-and-daman-and-diu,Daman,daman,city_or_area,IN,20.416938888889,72.834022222222,"Discover Daman, a beautiful union territory of India. Explore its stunning beaches, picturesque countryside, and vibrant culture.","[""beach"", ""heritage"", ""spiritual""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/dadra-and-nagar-haveli-and-daman-and-diu/daman,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
dadra-and-nagar-haveli-and-daman-and-diu--diu,Dadra and Nagar Haveli and Daman and Diu,dadra-and-nagar-haveli-and-daman-and-diu,Diu,diu,city_or_area,IN,23.878611111111113,90.32138888888889,"Discover the best tourist attractions in diu. From stunning beaches to historical monuments, diu has something for everyone. Explore the city's vibrant culture & more.","[""beach""]",https://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/dadra-and-nagar-haveli-and-daman-and-diu/diu,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
dadra-and-nagar-haveli-and-daman-and-diu--silvassa,Dadra and Nagar Haveli and Daman and Diu,dadra-and-nagar-haveli-and-daman-and-diu,Silvassa,silvassa,city_or_area,IN,20.266666666667,73.016666666667,"Explore the hidden gems of Silvassa, Gujarat. Located in Dadra and Nagar Haveli, Silvassa is a beautiful city with lush green valleys.","[""spiritual""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/dadra-and-nagar-haveli-and-daman-and-diu/silvassa,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
delhi--delhi,Delhi,delhi,Delhi,delhi,city_or_area,IN,28.666666666667,77.216666666667,"Explore Delhi, India's bustling capital and largest city. Find out about its rich history, attractions, shopping, events, and more.","[""heritage"", ""spiritual""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/delhi/delhi,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
goa--goa,Goa,goa,Goa,goa,city_or_area,IN,15.401944444444444,74.04333333333334,"From pristine beaches to historic monuments, Goa has something for everyone. Explore the vibrant city of goa and experience its rich culture and heritage.","[""beach"", ""heritage"", ""spiritual"", ""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/goa/goa,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
gujarat--ahmedabad,Gujarat,gujarat,Ahmedabad,ahmedabad,city_or_area,IN,23.021944444444443,72.57972222222222,"Explore the city's many attractions, from the sacred Sabarmati Ashram to the bustling markets of Law Garden. With so much to see and do in Ahmedabad","[""nature"", ""shopping"", ""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/ahmedabad,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
gujarat--balasinor,Gujarat,gujarat,Balasinor,balasinor,city_or_area,IN,22.955891,73.336499,"Learn about Balasinor in Vadodara, Gujarat. Discover stunning Balasinor images and delve into the stories that make this landmark a must-visit attraction.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/balasinor,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
gujarat--bhuj,Gujarat,gujarat,Bhuj,bhuj,city_or_area,IN,23.25,69.67,"Plan your Bhuj tour with our Bhuj tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Bhuj city.","[""adventure"", ""nature""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/bhuj,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
gujarat--champaner,Gujarat,gujarat,Champaner,champaner,city_or_area,IN,22.4859,73.5371,"Plan your Champaner tour with our Champaner tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Champaner city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/champaner,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
gujarat--dwarka,Gujarat,gujarat,Dwarka,dwarka,city_or_area,IN,22.240277777778,68.968611111111,"Discover the vibrant culture and rich history of Dwarka Gujarat. Explore the ancient temples, beautiful beaches, and amazing wildlife.","[""beach"", ""spiritual"", ""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/dwarka,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
gujarat--gandhinagar,Gujarat,gujarat,Gandhinagar,gandhinagar,city_or_area,IN,23.223,72.65,A City honouring the Legacy of Mahatma Gandhi,[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/gandhinagar,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
gujarat--jamnagar,Gujarat,gujarat,Jamnagar,jamnagar,city_or_area,IN,22.25,70.0,"On the western coast of Gujarat, where the Arabian Sea sparkles under the golden sun and the air hums with tales of royalty and devotion, lies Jamnagar—a city that is both a historical treasure and a modern marvel. Known as the “Jewel of Kathiawar”.","[""beach""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/jamnagar,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
gujarat--kutch,Gujarat,gujarat,Kutch,kutch,city_or_area,IN,23.915,70.367,"Discover the beauty of Kutch, India. Explore the culture, history, and natural wonders of this unique region. From stunning landscapes to vibrant cities, Kutch has something for everyone.","[""nature"", ""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/kutch,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
gujarat--porbandar,Gujarat,gujarat,Porbandar,porbandar,city_or_area,IN,21.6425,69.604722222222,"Plan your Porbandar tour with our Porbandar tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Porbandar city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/porbandar,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
gujarat--rajkot,Gujarat,gujarat,Rajkot,rajkot,city_or_area,IN,22.3,70.78,"Plan your Rajkot tour with our Rajkot tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Rajkot city.","[""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/rajkot,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
gujarat--surat,Gujarat,gujarat,Surat,surat,city_or_area,IN,21.205,72.84,"Explore the vibrant city of Surat and discover its rich history, culture, and attractions. Enjoy a memorable experience with family and friends.","[""wildlife""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/surat,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
gujarat--vadnagar,Gujarat,gujarat,Vadnagar,vadnagar,city_or_area,IN,23.785,72.64,,"[""culture""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/vadnagar,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
gujarat--vadodara,Gujarat,gujarat,Vadodara,vadodara,city_or_area,IN,22.3,73.2,"Plan your Vadodara tour with our Vadodara tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Vadodara city.","[""heritage""]",http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/vadodara,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
gujarat--junagadh,Gujarat,gujarat,junagadh,junagadh,city_or_area,IN,21.516666666667,70.45,,[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/gujarat/Junagadh,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
haryana--faridabad,Haryana,haryana,Faridabad,faridabad,city_or_area,IN,28.416666666667,77.3,"Plan your Faridabad tour with our Faridabad tourism guide and find best places to visit, popular sightseeing places, best tourist attractions and top things to do in Faridabad city.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/haryana/faridabad,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
haryana--gurugram,Haryana,haryana,Gurugram,gurugram,city_or_area,IN,28.466666666667,77.033333333333,"Visit Gurugram, India and discover the best attractions, local culture, and unique experiences. Looking for adventure or relaxation, it has something for everyone.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/haryana/gurugram,incredible_india,wikidata,0.9,2026-04-02T12:17:26.306986+00:00
haryana--hisar,Haryana,haryana,Hisar,hisar,city_or_area,IN,38.526388888889,68.538055555556,"Hisar is a beautiful city in India, with a rich cultural heritage and plenty of places to explore. From ancient monuments to modern attractions, there's something for everyone.",[],http://www.incredibleindia.gov.in/content/dam/incredible-india/images/global/incredible-india-og.png,https://www.incredibleindia.gov.in/en/haryana/hisar,incredible_india,transport_city_match,0.95,2026-04-02T12:17:26.306986+00:00
